item,command,returncode,output,stage,variant,training_seed,timestamp
python_cpu_affinity,python runtime,0,"{""CUDA_VISIBLE_DEVICES"": """", ""MKL_NUM_THREADS"": ""1"", ""NUMEXPR_NUM_THREADS"": ""1"", ""OMP_NUM_THREADS"": ""1"", ""OPENBLAS_NUM_THREADS"": ""1"", ""hostname"": ""8a4832b5251c"", ""os_cpu_count"": 16, ""sched_affinity"": [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15], ""sched_affinity_count"": 16}",validate_only,stab_s2d_gated,3,2026-05-17 06:51:26
nproc,nproc,0,1,train_preflight,stab_s2d_gated,3,2026-05-17 06:51:29
nproc_all,nproc --all,0,16,train_preflight,stab_s2d_gated,3,2026-05-17 06:51:29
taskset_current_process,taskset -pc 2411,0,pid 2411's current affinity list: 0-15,train_preflight,stab_s2d_gated,3,2026-05-17 06:51:29
free_h,free -h,0,"total        used        free      shared  buff/cache   available
Mem:            62Gi       5.0Gi        53Gi       0.0Ki       4.3Gi        57Gi
Swap:             0B          0B          0B",train_preflight,stab_s2d_gated,3,2026-05-17 06:51:29
df_root,df -h /,0,"Filesystem      Size  Used Avail Use% Mounted on
overlay          79G  9.7G   66G  13% /",train_preflight,stab_s2d_gated,3,2026-05-17 06:51:29
python_cpu_affinity,python runtime,0,"{""CUDA_VISIBLE_DEVICES"": """", ""MKL_NUM_THREADS"": ""1"", ""NUMEXPR_NUM_THREADS"": ""1"", ""OMP_NUM_THREADS"": ""1"", ""OPENBLAS_NUM_THREADS"": ""1"", ""hostname"": ""8a4832b5251c"", ""os_cpu_count"": 16, ""sched_affinity"": [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15], ""sched_affinity_count"": 16}",train_preflight,stab_s2d_gated,3,2026-05-17 06:51:29
nproc,nproc,0,1,validate_only,stab_s2d_gated,0,2026-05-17 11:16:41
nproc_all,nproc --all,0,16,validate_only,stab_s2d_gated,0,2026-05-17 11:16:41
taskset_current_process,taskset -pc 6585,0,pid 6585's current affinity list: 0-15,validate_only,stab_s2d_gated,0,2026-05-17 11:16:41
free_h,free -h,0,"total        used        free      shared  buff/cache   available
Mem:            62Gi       4.4Gi        54Gi       0.0Ki       4.4Gi        57Gi
Swap:             0B          0B          0B",validate_only,stab_s2d_gated,0,2026-05-17 11:16:41
df_root,df -h /,0,"Filesystem      Size  Used Avail Use% Mounted on
overlay          79G  9.7G   66G  13% /",validate_only,stab_s2d_gated,0,2026-05-17 11:16:41
python_cpu_affinity,python runtime,0,"{""CUDA_VISIBLE_DEVICES"": """", ""MKL_NUM_THREADS"": ""1"", ""NUMEXPR_NUM_THREADS"": ""1"", ""OMP_NUM_THREADS"": ""1"", ""OPENBLAS_NUM_THREADS"": ""1"", ""hostname"": ""8a4832b5251c"", ""os_cpu_count"": 16, ""sched_affinity"": [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15], ""sched_affinity_count"": 16}",validate_only,stab_s2d_gated,0,2026-05-17 11:16:41
nproc,nproc,0,1,validate_only,stab_s2d_gated,1,2026-05-17 11:16:45
nproc_all,nproc --all,0,16,validate_only,stab_s2d_gated,1,2026-05-17 11:16:45
taskset_current_process,taskset -pc 6631,0,pid 6631's current affinity list: 0-15,validate_only,stab_s2d_gated,1,2026-05-17 11:16:45
free_h,free -h,0,"total        used        free      shared  buff/cache   available
Mem:            62Gi       4.4Gi        54Gi       0.0Ki       4.4Gi        57Gi
Swap:             0B          0B          0B",validate_only,stab_s2d_gated,1,2026-05-17 11:16:45
df_root,df -h /,0,"Filesystem      Size  Used Avail Use% Mounted on
overlay          79G  9.7G   66G  13% /",validate_only,stab_s2d_gated,1,2026-05-17 11:16:45
python_cpu_affinity,python runtime,0,"{""CUDA_VISIBLE_DEVICES"": """", ""MKL_NUM_THREADS"": ""1"", ""NUMEXPR_NUM_THREADS"": ""1"", ""OMP_NUM_THREADS"": ""1"", ""OPENBLAS_NUM_THREADS"": ""1"", ""hostname"": ""8a4832b5251c"", ""os_cpu_count"": 16, ""sched_affinity"": [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15], ""sched_affinity_count"": 16}",validate_only,stab_s2d_gated,1,2026-05-17 11:16:45
nproc,nproc,0,1,validate_only,stab_s2d_gated,2,2026-05-17 11:16:48
nproc_all,nproc --all,0,16,validate_only,stab_s2d_gated,2,2026-05-17 11:16:48
taskset_current_process,taskset -pc 6665,0,pid 6665's current affinity list: 0-15,validate_only,stab_s2d_gated,2,2026-05-17 11:16:48
free_h,free -h,0,"total        used        free      shared  buff/cache   available
Mem:            62Gi       4.4Gi        54Gi       0.0Ki       4.4Gi        57Gi
Swap:             0B          0B          0B",validate_only,stab_s2d_gated,2,2026-05-17 11:16:48
df_root,df -h /,0,"Filesystem      Size  Used Avail Use% Mounted on
overlay          79G  9.7G   66G  13% /",validate_only,stab_s2d_gated,2,2026-05-17 11:16:48
python_cpu_affinity,python runtime,0,"{""CUDA_VISIBLE_DEVICES"": """", ""MKL_NUM_THREADS"": ""1"", ""NUMEXPR_NUM_THREADS"": ""1"", ""OMP_NUM_THREADS"": ""1"", ""OPENBLAS_NUM_THREADS"": ""1"", ""hostname"": ""8a4832b5251c"", ""os_cpu_count"": 16, ""sched_affinity"": [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15], ""sched_affinity_count"": 16}",validate_only,stab_s2d_gated,2,2026-05-17 11:16:48
nproc,nproc,0,1,validate_only,stab_s2d_gated,0,2026-05-17 11:19:38
nproc_all,nproc --all,0,16,validate_only,stab_s2d_gated,0,2026-05-17 11:19:38
taskset_current_process,taskset -pc 6922,0,pid 6922's current affinity list: 0-15,validate_only,stab_s2d_gated,0,2026-05-17 11:19:38
free_h,free -h,0,"total        used        free      shared  buff/cache   available
Mem:            62Gi       4.4Gi        54Gi       0.0Ki       4.4Gi        57Gi
Swap:             0B          0B          0B",validate_only,stab_s2d_gated,0,2026-05-17 11:19:38
df_root,df -h /,0,"Filesystem      Size  Used Avail Use% Mounted on
overlay          79G  9.7G   66G  13% /",validate_only,stab_s2d_gated,0,2026-05-17 11:19:38
python_cpu_affinity,python runtime,0,"{""CUDA_VISIBLE_DEVICES"": """", ""MKL_NUM_THREADS"": ""1"", ""NUMEXPR_NUM_THREADS"": ""1"", ""OMP_NUM_THREADS"": ""1"", ""OPENBLAS_NUM_THREADS"": ""1"", ""hostname"": ""8a4832b5251c"", ""os_cpu_count"": 16, ""sched_affinity"": [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15], ""sched_affinity_count"": 16}",validate_only,stab_s2d_gated,0,2026-05-17 11:19:38
nproc,nproc,0,1,validate_only,stab_s2d_gated,1,2026-05-17 11:19:42
nproc_all,nproc --all,0,16,validate_only,stab_s2d_gated,1,2026-05-17 11:19:42
taskset_current_process,taskset -pc 6968,0,pid 6968's current affinity list: 0-15,validate_only,stab_s2d_gated,1,2026-05-17 11:19:42
free_h,free -h,0,"total        used        free      shared  buff/cache   available
Mem:            62Gi       4.4Gi        54Gi       0.0Ki       4.4Gi        57Gi
Swap:             0B          0B          0B",validate_only,stab_s2d_gated,1,2026-05-17 11:19:42
df_root,df -h /,0,"Filesystem      Size  Used Avail Use% Mounted on
overlay          79G  9.7G   66G  13% /",validate_only,stab_s2d_gated,1,2026-05-17 11:19:42
python_cpu_affinity,python runtime,0,"{""CUDA_VISIBLE_DEVICES"": """", ""MKL_NUM_THREADS"": ""1"", ""NUMEXPR_NUM_THREADS"": ""1"", ""OMP_NUM_THREADS"": ""1"", ""OPENBLAS_NUM_THREADS"": ""1"", ""hostname"": ""8a4832b5251c"", ""os_cpu_count"": 16, ""sched_affinity"": [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15], ""sched_affinity_count"": 16}",validate_only,stab_s2d_gated,1,2026-05-17 11:19:42
nproc,nproc,0,1,validate_only,stab_s2d_gated,2,2026-05-17 11:19:46
nproc_all,nproc --all,0,16,validate_only,stab_s2d_gated,2,2026-05-17 11:19:46
taskset_current_process,taskset -pc 7002,0,pid 7002's current affinity list: 0-15,validate_only,stab_s2d_gated,2,2026-05-17 11:19:46
free_h,free -h,0,"total        used        free      shared  buff/cache   available
Mem:            62Gi       4.4Gi        54Gi       0.0Ki       4.4Gi        57Gi
Swap:             0B          0B          0B",validate_only,stab_s2d_gated,2,2026-05-17 11:19:46
df_root,df -h /,0,"Filesystem      Size  Used Avail Use% Mounted on
overlay          79G  9.7G   66G  13% /",validate_only,stab_s2d_gated,2,2026-05-17 11:19:46
python_cpu_affinity,python runtime,0,"{""CUDA_VISIBLE_DEVICES"": """", ""MKL_NUM_THREADS"": ""1"", ""NUMEXPR_NUM_THREADS"": ""1"", ""OMP_NUM_THREADS"": ""1"", ""OPENBLAS_NUM_THREADS"": ""1"", ""hostname"": ""8a4832b5251c"", ""os_cpu_count"": 16, ""sched_affinity"": [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15], ""sched_affinity_count"": 16}",validate_only,stab_s2d_gated,2,2026-05-17 11:19:46
