policy_name,scenario,episode_id,replacement_count,spawn_count,remove_count
random,eval_flow_mixed_ood,0,82,87,82
random,eval_flow_mixed_ood,1,69,74,69
random,eval_flow_mixed_ood,2,86,93,86
random,eval_flow_mixed_ood,3,102,110,102
random,eval_flow_mixed_ood,4,91,98,91
random,eval_flow_mixed_ood,5,126,134,126
random,eval_flow_mixed_ood,6,84,90,84
random,eval_flow_mixed_ood,7,84,91,84
random,eval_flow_mixed_ood,8,76,81,76
random,eval_flow_mixed_ood,9,106,113,106
random,eval_flow_mixed_ood,10,65,71,65
random,eval_flow_mixed_ood,11,117,124,117
random,eval_flow_mixed_ood,12,95,102,95
random,eval_flow_mixed_ood,13,62,67,62
random,eval_flow_mixed_ood,14,87,94,87
random,eval_flow_mixed_ood,15,83,89,83
random,eval_flow_mixed_ood,16,78,84,78
random,eval_flow_mixed_ood,17,86,93,86
random,eval_flow_mixed_ood,18,93,99,93
random,eval_flow_mixed_ood,19,93,100,93
straight_line,eval_flow_mixed_ood,0,6,12,6
straight_line,eval_flow_mixed_ood,1,13,20,13
straight_line,eval_flow_mixed_ood,2,11,18,11
straight_line,eval_flow_mixed_ood,3,1,6,1
straight_line,eval_flow_mixed_ood,4,7,15,7
straight_line,eval_flow_mixed_ood,5,5,10,5
straight_line,eval_flow_mixed_ood,6,5,10,5
straight_line,eval_flow_mixed_ood,7,2,9,2
straight_line,eval_flow_mixed_ood,8,17,22,17
straight_line,eval_flow_mixed_ood,9,4,11,4
straight_line,eval_flow_mixed_ood,10,31,38,31
straight_line,eval_flow_mixed_ood,11,9,15,9
straight_line,eval_flow_mixed_ood,12,13,20,13
straight_line,eval_flow_mixed_ood,13,13,21,13
straight_line,eval_flow_mixed_ood,14,16,21,16
straight_line,eval_flow_mixed_ood,15,25,30,25
straight_line,eval_flow_mixed_ood,16,21,27,21
straight_line,eval_flow_mixed_ood,17,24,29,24
straight_line,eval_flow_mixed_ood,18,3,8,3
straight_line,eval_flow_mixed_ood,19,11,19,11
reactive,eval_flow_mixed_ood,0,115,121,115
reactive,eval_flow_mixed_ood,1,97,104,97
reactive,eval_flow_mixed_ood,2,180,186,180
reactive,eval_flow_mixed_ood,3,63,69,63
reactive,eval_flow_mixed_ood,4,65,70,65
reactive,eval_flow_mixed_ood,5,139,147,139
reactive,eval_flow_mixed_ood,6,128,136,128
reactive,eval_flow_mixed_ood,7,169,175,169
reactive,eval_flow_mixed_ood,8,137,145,137
reactive,eval_flow_mixed_ood,9,150,158,150
reactive,eval_flow_mixed_ood,10,161,166,161
reactive,eval_flow_mixed_ood,11,118,124,118
reactive,eval_flow_mixed_ood,12,123,131,123
reactive,eval_flow_mixed_ood,13,168,173,168
reactive,eval_flow_mixed_ood,14,82,87,82
reactive,eval_flow_mixed_ood,15,134,141,134
reactive,eval_flow_mixed_ood,16,141,146,141
reactive,eval_flow_mixed_ood,17,54,59,54
reactive,eval_flow_mixed_ood,18,124,130,124
reactive,eval_flow_mixed_ood,19,160,165,160
random,eval_flow_sudden_threat,0,92,100,92
random,eval_flow_sudden_threat,1,111,119,111
random,eval_flow_sudden_threat,2,78,84,78
random,eval_flow_sudden_threat,3,88,96,88
random,eval_flow_sudden_threat,4,73,78,73
random,eval_flow_sudden_threat,5,58,63,58
random,eval_flow_sudden_threat,6,53,58,53
random,eval_flow_sudden_threat,7,45,50,45
random,eval_flow_sudden_threat,8,63,68,63
random,eval_flow_sudden_threat,9,73,79,73
random,eval_flow_sudden_threat,10,73,78,73
random,eval_flow_sudden_threat,11,47,52,47
random,eval_flow_sudden_threat,12,73,79,73
random,eval_flow_sudden_threat,13,60,66,60
random,eval_flow_sudden_threat,14,82,89,82
random,eval_flow_sudden_threat,15,97,105,97
random,eval_flow_sudden_threat,16,102,110,102
random,eval_flow_sudden_threat,17,83,91,83
random,eval_flow_sudden_threat,18,65,71,65
random,eval_flow_sudden_threat,19,68,74,68
straight_line,eval_flow_sudden_threat,0,4,12,4
straight_line,eval_flow_sudden_threat,1,2,8,2
straight_line,eval_flow_sudden_threat,2,1,7,1
straight_line,eval_flow_sudden_threat,3,35,41,35
straight_line,eval_flow_sudden_threat,4,19,25,19
straight_line,eval_flow_sudden_threat,5,4,9,4
straight_line,eval_flow_sudden_threat,6,19,27,19
straight_line,eval_flow_sudden_threat,7,3,9,3
straight_line,eval_flow_sudden_threat,8,4,11,4
straight_line,eval_flow_sudden_threat,9,9,16,9
straight_line,eval_flow_sudden_threat,10,29,35,29
straight_line,eval_flow_sudden_threat,11,5,12,5
straight_line,eval_flow_sudden_threat,12,9,14,9
straight_line,eval_flow_sudden_threat,13,23,30,23
straight_line,eval_flow_sudden_threat,14,11,17,11
straight_line,eval_flow_sudden_threat,15,7,15,7
straight_line,eval_flow_sudden_threat,16,4,12,4
straight_line,eval_flow_sudden_threat,17,18,24,18
straight_line,eval_flow_sudden_threat,18,14,21,14
straight_line,eval_flow_sudden_threat,19,29,37,29
reactive,eval_flow_sudden_threat,0,91,96,91
reactive,eval_flow_sudden_threat,1,113,121,113
reactive,eval_flow_sudden_threat,2,126,134,126
reactive,eval_flow_sudden_threat,3,129,134,129
reactive,eval_flow_sudden_threat,4,129,137,129
reactive,eval_flow_sudden_threat,5,120,128,120
reactive,eval_flow_sudden_threat,6,92,99,92
reactive,eval_flow_sudden_threat,7,124,132,124
reactive,eval_flow_sudden_threat,8,90,97,90
reactive,eval_flow_sudden_threat,9,88,94,88
reactive,eval_flow_sudden_threat,10,59,65,59
reactive,eval_flow_sudden_threat,11,79,85,79
reactive,eval_flow_sudden_threat,12,108,115,108
reactive,eval_flow_sudden_threat,13,119,127,119
reactive,eval_flow_sudden_threat,14,102,109,102
reactive,eval_flow_sudden_threat,15,147,152,147
reactive,eval_flow_sudden_threat,16,126,131,126
reactive,eval_flow_sudden_threat,17,131,139,131
reactive,eval_flow_sudden_threat,18,150,158,150
reactive,eval_flow_sudden_threat,19,112,120,112
