stage,variant,method_name,training_seed,command,config,out_dir,gpsi_checkpoint,gpsi_checkpoint_sha256,learning_rate,feature_adapter,feature_mode,aggregator,s2_variant,s2_claim,train_steps,checkpoint_steps,resume_checkpoint,parent_total_steps,n_envs,device,adapter_parameter_count
train,decouple_nk_gpsi,n3pf_decouple_nearestk_gpsi,0,python scripts/train_env_v2_gpsi_ppo_n3pf_stab.py --config configs/env_v2_gpsi_heada_ppo_n3pf_decouple_nk_gpsi.yaml --out-dir checkpoints/env_v2_gpsi_heada_ppo_n3pf_decouple_decouple_nk_gpsi_s0 --result-dir results/env_v2_phase_n3pf_decouple --table-prefix phase_n3pf_decouple --status-file phase_n3pf_decouple_status.txt --report-file PHASE_N3PF_DECOUPLE_REPORT.md --terminal-prefix phase_n3pf_decouple --stop-flag-mode confirm --train-steps 750000 --checkpoint-steps 250000 500000 750000 --seed 0 --n-envs 4 --device cpu --validate-only,configs/env_v2_gpsi_heada_ppo_n3pf_decouple_nk_gpsi.yaml,checkpoints/env_v2_gpsi_heada_ppo_n3pf_decouple_decouple_nk_gpsi_s0,work_dirs/gpsi_heada_v1_nll/best.pth,c250e751b4b82feaf51e96b35bb323c08f65df5a061f21888cc684e7381bdd28,0.0003,nearest_k_no_attention,gpsi,nearest_k_no_attention,,,750000,"[250000, 500000, 750000]",,0,4,cpu,-1
train,decouple_nk_gpsi,n3pf_decouple_nearestk_gpsi,1,python scripts/train_env_v2_gpsi_ppo_n3pf_stab.py --config configs/env_v2_gpsi_heada_ppo_n3pf_decouple_nk_gpsi.yaml --out-dir checkpoints/env_v2_gpsi_heada_ppo_n3pf_decouple_decouple_nk_gpsi_s1 --result-dir results/env_v2_phase_n3pf_decouple --table-prefix phase_n3pf_decouple --status-file phase_n3pf_decouple_status.txt --report-file PHASE_N3PF_DECOUPLE_REPORT.md --terminal-prefix phase_n3pf_decouple --stop-flag-mode confirm --train-steps 750000 --checkpoint-steps 250000 500000 750000 --seed 1 --n-envs 4 --device cpu --validate-only,configs/env_v2_gpsi_heada_ppo_n3pf_decouple_nk_gpsi.yaml,checkpoints/env_v2_gpsi_heada_ppo_n3pf_decouple_decouple_nk_gpsi_s1,work_dirs/gpsi_heada_v1_nll/best.pth,c250e751b4b82feaf51e96b35bb323c08f65df5a061f21888cc684e7381bdd28,0.0003,nearest_k_no_attention,gpsi,nearest_k_no_attention,,,750000,"[250000, 500000, 750000]",,0,4,cpu,-1
train,decouple_nk_gpsi,n3pf_decouple_nearestk_gpsi,2,python scripts/train_env_v2_gpsi_ppo_n3pf_stab.py --config configs/env_v2_gpsi_heada_ppo_n3pf_decouple_nk_gpsi.yaml --out-dir checkpoints/env_v2_gpsi_heada_ppo_n3pf_decouple_decouple_nk_gpsi_s2 --result-dir results/env_v2_phase_n3pf_decouple --table-prefix phase_n3pf_decouple --status-file phase_n3pf_decouple_status.txt --report-file PHASE_N3PF_DECOUPLE_REPORT.md --terminal-prefix phase_n3pf_decouple --stop-flag-mode confirm --train-steps 750000 --checkpoint-steps 250000 500000 750000 --seed 2 --n-envs 4 --device cpu --validate-only,configs/env_v2_gpsi_heada_ppo_n3pf_decouple_nk_gpsi.yaml,checkpoints/env_v2_gpsi_heada_ppo_n3pf_decouple_decouple_nk_gpsi_s2,work_dirs/gpsi_heada_v1_nll/best.pth,c250e751b4b82feaf51e96b35bb323c08f65df5a061f21888cc684e7381bdd28,0.0003,nearest_k_no_attention,gpsi,nearest_k_no_attention,,,750000,"[250000, 500000, 750000]",,0,4,cpu,-1
train,decouple_deepsets_obs,n3pf_decouple_deepsets_obs_only,0,python scripts/train_env_v2_gpsi_ppo_n3pf_stab.py --config configs/env_v2_gpsi_heada_ppo_n3pf_decouple_deepsets_obs.yaml --out-dir checkpoints/env_v2_gpsi_heada_ppo_n3pf_decouple_decouple_deepsets_obs_s0 --result-dir results/env_v2_phase_n3pf_decouple --table-prefix phase_n3pf_decouple --status-file phase_n3pf_decouple_status.txt --report-file PHASE_N3PF_DECOUPLE_REPORT.md --terminal-prefix phase_n3pf_decouple --stop-flag-mode confirm --train-steps 750000 --checkpoint-steps 250000 500000 750000 --seed 0 --n-envs 4 --device cpu --validate-only,configs/env_v2_gpsi_heada_ppo_n3pf_decouple_deepsets_obs.yaml,checkpoints/env_v2_gpsi_heada_ppo_n3pf_decouple_decouple_deepsets_obs_s0,work_dirs/gpsi_heada_v1_nll/best.pth,c250e751b4b82feaf51e96b35bb323c08f65df5a061f21888cc684e7381bdd28,0.0003,deepsets_no_attention,obs_only,deepsets_no_attention,,,750000,"[250000, 500000, 750000]",,0,4,cpu,-1
train,decouple_deepsets_obs,n3pf_decouple_deepsets_obs_only,1,python scripts/train_env_v2_gpsi_ppo_n3pf_stab.py --config configs/env_v2_gpsi_heada_ppo_n3pf_decouple_deepsets_obs.yaml --out-dir checkpoints/env_v2_gpsi_heada_ppo_n3pf_decouple_decouple_deepsets_obs_s1 --result-dir results/env_v2_phase_n3pf_decouple --table-prefix phase_n3pf_decouple --status-file phase_n3pf_decouple_status.txt --report-file PHASE_N3PF_DECOUPLE_REPORT.md --terminal-prefix phase_n3pf_decouple --stop-flag-mode confirm --train-steps 750000 --checkpoint-steps 250000 500000 750000 --seed 1 --n-envs 4 --device cpu --validate-only,configs/env_v2_gpsi_heada_ppo_n3pf_decouple_deepsets_obs.yaml,checkpoints/env_v2_gpsi_heada_ppo_n3pf_decouple_decouple_deepsets_obs_s1,work_dirs/gpsi_heada_v1_nll/best.pth,c250e751b4b82feaf51e96b35bb323c08f65df5a061f21888cc684e7381bdd28,0.0003,deepsets_no_attention,obs_only,deepsets_no_attention,,,750000,"[250000, 500000, 750000]",,0,4,cpu,-1
train,decouple_deepsets_obs,n3pf_decouple_deepsets_obs_only,2,python scripts/train_env_v2_gpsi_ppo_n3pf_stab.py --config configs/env_v2_gpsi_heada_ppo_n3pf_decouple_deepsets_obs.yaml --out-dir checkpoints/env_v2_gpsi_heada_ppo_n3pf_decouple_decouple_deepsets_obs_s2 --result-dir results/env_v2_phase_n3pf_decouple --table-prefix phase_n3pf_decouple --status-file phase_n3pf_decouple_status.txt --report-file PHASE_N3PF_DECOUPLE_REPORT.md --terminal-prefix phase_n3pf_decouple --stop-flag-mode confirm --train-steps 750000 --checkpoint-steps 250000 500000 750000 --seed 2 --n-envs 4 --device cpu --validate-only,configs/env_v2_gpsi_heada_ppo_n3pf_decouple_deepsets_obs.yaml,checkpoints/env_v2_gpsi_heada_ppo_n3pf_decouple_decouple_deepsets_obs_s2,work_dirs/gpsi_heada_v1_nll/best.pth,c250e751b4b82feaf51e96b35bb323c08f65df5a061f21888cc684e7381bdd28,0.0003,deepsets_no_attention,obs_only,deepsets_no_attention,,,750000,"[250000, 500000, 750000]",,0,4,cpu,-1
train,decouple_deepsets_gpsi,n3pf_decouple_deepsets_gpsi,0,python scripts/train_env_v2_gpsi_ppo_n3pf_stab.py --config configs/env_v2_gpsi_heada_ppo_n3pf_decouple_deepsets_gpsi.yaml --out-dir checkpoints/env_v2_gpsi_heada_ppo_n3pf_decouple_decouple_deepsets_gpsi_s0 --result-dir results/env_v2_phase_n3pf_decouple --table-prefix phase_n3pf_decouple --status-file phase_n3pf_decouple_status.txt --report-file PHASE_N3PF_DECOUPLE_REPORT.md --terminal-prefix phase_n3pf_decouple --stop-flag-mode confirm --train-steps 750000 --checkpoint-steps 250000 500000 750000 --seed 0 --n-envs 4 --device cpu --validate-only,configs/env_v2_gpsi_heada_ppo_n3pf_decouple_deepsets_gpsi.yaml,checkpoints/env_v2_gpsi_heada_ppo_n3pf_decouple_decouple_deepsets_gpsi_s0,work_dirs/gpsi_heada_v1_nll/best.pth,c250e751b4b82feaf51e96b35bb323c08f65df5a061f21888cc684e7381bdd28,0.0003,deepsets_no_attention,gpsi,deepsets_no_attention,,,750000,"[250000, 500000, 750000]",,0,4,cpu,-1
train,decouple_deepsets_gpsi,n3pf_decouple_deepsets_gpsi,1,python scripts/train_env_v2_gpsi_ppo_n3pf_stab.py --config configs/env_v2_gpsi_heada_ppo_n3pf_decouple_deepsets_gpsi.yaml --out-dir checkpoints/env_v2_gpsi_heada_ppo_n3pf_decouple_decouple_deepsets_gpsi_s1 --result-dir results/env_v2_phase_n3pf_decouple --table-prefix phase_n3pf_decouple --status-file phase_n3pf_decouple_status.txt --report-file PHASE_N3PF_DECOUPLE_REPORT.md --terminal-prefix phase_n3pf_decouple --stop-flag-mode confirm --train-steps 750000 --checkpoint-steps 250000 500000 750000 --seed 1 --n-envs 4 --device cpu --validate-only,configs/env_v2_gpsi_heada_ppo_n3pf_decouple_deepsets_gpsi.yaml,checkpoints/env_v2_gpsi_heada_ppo_n3pf_decouple_decouple_deepsets_gpsi_s1,work_dirs/gpsi_heada_v1_nll/best.pth,c250e751b4b82feaf51e96b35bb323c08f65df5a061f21888cc684e7381bdd28,0.0003,deepsets_no_attention,gpsi,deepsets_no_attention,,,750000,"[250000, 500000, 750000]",,0,4,cpu,-1
train,decouple_deepsets_gpsi,n3pf_decouple_deepsets_gpsi,2,python scripts/train_env_v2_gpsi_ppo_n3pf_stab.py --config configs/env_v2_gpsi_heada_ppo_n3pf_decouple_deepsets_gpsi.yaml --out-dir checkpoints/env_v2_gpsi_heada_ppo_n3pf_decouple_decouple_deepsets_gpsi_s2 --result-dir results/env_v2_phase_n3pf_decouple --table-prefix phase_n3pf_decouple --status-file phase_n3pf_decouple_status.txt --report-file PHASE_N3PF_DECOUPLE_REPORT.md --terminal-prefix phase_n3pf_decouple --stop-flag-mode confirm --train-steps 750000 --checkpoint-steps 250000 500000 750000 --seed 2 --n-envs 4 --device cpu --validate-only,configs/env_v2_gpsi_heada_ppo_n3pf_decouple_deepsets_gpsi.yaml,checkpoints/env_v2_gpsi_heada_ppo_n3pf_decouple_decouple_deepsets_gpsi_s2,work_dirs/gpsi_heada_v1_nll/best.pth,c250e751b4b82feaf51e96b35bb323c08f65df5a061f21888cc684e7381bdd28,0.0003,deepsets_no_attention,gpsi,deepsets_no_attention,,,750000,"[250000, 500000, 750000]",,0,4,cpu,-1
train,decouple_deepsets_gpsi,n3pf_decouple_deepsets_gpsi,0,python scripts/train_env_v2_gpsi_ppo_n3pf_stab.py --config configs/env_v2_gpsi_heada_ppo_n3pf_decouple_deepsets_gpsi.yaml --out-dir checkpoints/env_v2_gpsi_heada_ppo_n3pf_decouple_decouple_deepsets_gpsi_s0 --result-dir results/env_v2_phase_n3pf_decouple --table-prefix phase_n3pf_decouple --status-file phase_n3pf_decouple_status.txt --report-file PHASE_N3PF_DECOUPLE_REPORT.md --terminal-prefix phase_n3pf_decouple --stop-flag-mode confirm --train-steps 1000000 --checkpoint-steps 1000000 --resume-checkpoint checkpoints/env_v2_gpsi_heada_ppo_n3pf_decouple_decouple_deepsets_gpsi_s0/checkpoint_750k.zip --parent-total-steps 750000 --seed 0 --n-envs 4 --device cpu --heartbeat-seconds 300,configs/env_v2_gpsi_heada_ppo_n3pf_decouple_deepsets_gpsi.yaml,checkpoints/env_v2_gpsi_heada_ppo_n3pf_decouple_decouple_deepsets_gpsi_s0,work_dirs/gpsi_heada_v1_nll/best.pth,c250e751b4b82feaf51e96b35bb323c08f65df5a061f21888cc684e7381bdd28,0.0003,deepsets_no_attention,gpsi,deepsets_no_attention,,,1000000,[1000000],checkpoints/env_v2_gpsi_heada_ppo_n3pf_decouple_decouple_deepsets_gpsi_s0/checkpoint_750k.zip,750000,4,cpu,0
train,decouple_deepsets_gpsi,n3pf_decouple_deepsets_gpsi,1,python scripts/train_env_v2_gpsi_ppo_n3pf_stab.py --config configs/env_v2_gpsi_heada_ppo_n3pf_decouple_deepsets_gpsi.yaml --out-dir checkpoints/env_v2_gpsi_heada_ppo_n3pf_decouple_decouple_deepsets_gpsi_s1 --result-dir results/env_v2_phase_n3pf_decouple --table-prefix phase_n3pf_decouple --status-file phase_n3pf_decouple_status.txt --report-file PHASE_N3PF_DECOUPLE_REPORT.md --terminal-prefix phase_n3pf_decouple --stop-flag-mode confirm --train-steps 1000000 --checkpoint-steps 1000000 --resume-checkpoint checkpoints/env_v2_gpsi_heada_ppo_n3pf_decouple_decouple_deepsets_gpsi_s1/checkpoint_750k.zip --parent-total-steps 750000 --seed 1 --n-envs 4 --device cpu --heartbeat-seconds 300,configs/env_v2_gpsi_heada_ppo_n3pf_decouple_deepsets_gpsi.yaml,checkpoints/env_v2_gpsi_heada_ppo_n3pf_decouple_decouple_deepsets_gpsi_s1,work_dirs/gpsi_heada_v1_nll/best.pth,c250e751b4b82feaf51e96b35bb323c08f65df5a061f21888cc684e7381bdd28,0.0003,deepsets_no_attention,gpsi,deepsets_no_attention,,,1000000,[1000000],checkpoints/env_v2_gpsi_heada_ppo_n3pf_decouple_decouple_deepsets_gpsi_s1/checkpoint_750k.zip,750000,4,cpu,0
train,decouple_deepsets_gpsi,n3pf_decouple_deepsets_gpsi,2,python scripts/train_env_v2_gpsi_ppo_n3pf_stab.py --config configs/env_v2_gpsi_heada_ppo_n3pf_decouple_deepsets_gpsi.yaml --out-dir checkpoints/env_v2_gpsi_heada_ppo_n3pf_decouple_decouple_deepsets_gpsi_s2 --result-dir results/env_v2_phase_n3pf_decouple --table-prefix phase_n3pf_decouple --status-file phase_n3pf_decouple_status.txt --report-file PHASE_N3PF_DECOUPLE_REPORT.md --terminal-prefix phase_n3pf_decouple --stop-flag-mode confirm --train-steps 1000000 --checkpoint-steps 1000000 --resume-checkpoint checkpoints/env_v2_gpsi_heada_ppo_n3pf_decouple_decouple_deepsets_gpsi_s2/checkpoint_750k.zip --parent-total-steps 750000 --seed 2 --n-envs 4 --device cpu --heartbeat-seconds 300,configs/env_v2_gpsi_heada_ppo_n3pf_decouple_deepsets_gpsi.yaml,checkpoints/env_v2_gpsi_heada_ppo_n3pf_decouple_decouple_deepsets_gpsi_s2,work_dirs/gpsi_heada_v1_nll/best.pth,c250e751b4b82feaf51e96b35bb323c08f65df5a061f21888cc684e7381bdd28,0.0003,deepsets_no_attention,gpsi,deepsets_no_attention,,,1000000,[1000000],checkpoints/env_v2_gpsi_heada_ppo_n3pf_decouple_decouple_deepsets_gpsi_s2/checkpoint_750k.zip,750000,4,cpu,0
train,decouple_deepsets_obs,n3pf_decouple_deepsets_obs_only,0,python scripts/train_env_v2_gpsi_ppo_n3pf_stab.py --config configs/env_v2_gpsi_heada_ppo_n3pf_decouple_deepsets_obs.yaml --out-dir checkpoints/env_v2_gpsi_heada_ppo_n3pf_decouple_decouple_deepsets_obs_s0 --result-dir results/env_v2_phase_n3pf_decouple --table-prefix phase_n3pf_decouple --status-file phase_n3pf_decouple_status.txt --report-file PHASE_N3PF_DECOUPLE_REPORT.md --terminal-prefix phase_n3pf_decouple --stop-flag-mode confirm --train-steps 1000000 --checkpoint-steps 1000000 --resume-checkpoint checkpoints/env_v2_gpsi_heada_ppo_n3pf_decouple_decouple_deepsets_obs_s0/checkpoint_750k.zip --parent-total-steps 750000 --seed 0 --n-envs 4 --device cpu --heartbeat-seconds 300,configs/env_v2_gpsi_heada_ppo_n3pf_decouple_deepsets_obs.yaml,checkpoints/env_v2_gpsi_heada_ppo_n3pf_decouple_decouple_deepsets_obs_s0,work_dirs/gpsi_heada_v1_nll/best.pth,c250e751b4b82feaf51e96b35bb323c08f65df5a061f21888cc684e7381bdd28,0.0003,deepsets_no_attention,obs_only,deepsets_no_attention,,,1000000,[1000000],checkpoints/env_v2_gpsi_heada_ppo_n3pf_decouple_decouple_deepsets_obs_s0/checkpoint_750k.zip,750000,4,cpu,0
train,decouple_deepsets_obs,n3pf_decouple_deepsets_obs_only,1,python scripts/train_env_v2_gpsi_ppo_n3pf_stab.py --config configs/env_v2_gpsi_heada_ppo_n3pf_decouple_deepsets_obs.yaml --out-dir checkpoints/env_v2_gpsi_heada_ppo_n3pf_decouple_decouple_deepsets_obs_s1 --result-dir results/env_v2_phase_n3pf_decouple --table-prefix phase_n3pf_decouple --status-file phase_n3pf_decouple_status.txt --report-file PHASE_N3PF_DECOUPLE_REPORT.md --terminal-prefix phase_n3pf_decouple --stop-flag-mode confirm --train-steps 1000000 --checkpoint-steps 1000000 --resume-checkpoint checkpoints/env_v2_gpsi_heada_ppo_n3pf_decouple_decouple_deepsets_obs_s1/checkpoint_750k.zip --parent-total-steps 750000 --seed 1 --n-envs 4 --device cpu --heartbeat-seconds 300,configs/env_v2_gpsi_heada_ppo_n3pf_decouple_deepsets_obs.yaml,checkpoints/env_v2_gpsi_heada_ppo_n3pf_decouple_decouple_deepsets_obs_s1,work_dirs/gpsi_heada_v1_nll/best.pth,c250e751b4b82feaf51e96b35bb323c08f65df5a061f21888cc684e7381bdd28,0.0003,deepsets_no_attention,obs_only,deepsets_no_attention,,,1000000,[1000000],checkpoints/env_v2_gpsi_heada_ppo_n3pf_decouple_decouple_deepsets_obs_s1/checkpoint_750k.zip,750000,4,cpu,0
train,decouple_deepsets_obs,n3pf_decouple_deepsets_obs_only,2,python scripts/train_env_v2_gpsi_ppo_n3pf_stab.py --config configs/env_v2_gpsi_heada_ppo_n3pf_decouple_deepsets_obs.yaml --out-dir checkpoints/env_v2_gpsi_heada_ppo_n3pf_decouple_decouple_deepsets_obs_s2 --result-dir results/env_v2_phase_n3pf_decouple --table-prefix phase_n3pf_decouple --status-file phase_n3pf_decouple_status.txt --report-file PHASE_N3PF_DECOUPLE_REPORT.md --terminal-prefix phase_n3pf_decouple --stop-flag-mode confirm --train-steps 1000000 --checkpoint-steps 1000000 --resume-checkpoint checkpoints/env_v2_gpsi_heada_ppo_n3pf_decouple_decouple_deepsets_obs_s2/checkpoint_750k.zip --parent-total-steps 750000 --seed 2 --n-envs 4 --device cpu --heartbeat-seconds 300,configs/env_v2_gpsi_heada_ppo_n3pf_decouple_deepsets_obs.yaml,checkpoints/env_v2_gpsi_heada_ppo_n3pf_decouple_decouple_deepsets_obs_s2,work_dirs/gpsi_heada_v1_nll/best.pth,c250e751b4b82feaf51e96b35bb323c08f65df5a061f21888cc684e7381bdd28,0.0003,deepsets_no_attention,obs_only,deepsets_no_attention,,,1000000,[1000000],checkpoints/env_v2_gpsi_heada_ppo_n3pf_decouple_decouple_deepsets_obs_s2/checkpoint_750k.zip,750000,4,cpu,0
