item,command,returncode,output,stage,variant,training_seed,timestamp
python_cpu_affinity,python runtime,0,"{""CUDA_VISIBLE_DEVICES"": """", ""MKL_NUM_THREADS"": ""1"", ""NUMEXPR_NUM_THREADS"": ""1"", ""OMP_NUM_THREADS"": ""1"", ""OPENBLAS_NUM_THREADS"": ""1"", ""hostname"": ""8a4832b5251c"", ""os_cpu_count"": 16, ""sched_affinity"": [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15], ""sched_affinity_count"": 16}",validate_only,decouple_nk_obs,0,2026-05-17 13:29:03
nproc,nproc,0,1,validate_only,decouple_nk_obs,1,2026-05-17 13:29:06
nproc_all,nproc --all,0,16,validate_only,decouple_nk_obs,1,2026-05-17 13:29:06
taskset_current_process,taskset -pc 9402,0,pid 9402's current affinity list: 0-15,validate_only,decouple_nk_obs,1,2026-05-17 13:29:06
free_h,free -h,0,"total        used        free      shared  buff/cache   available
Mem:            62Gi       4.4Gi        53Gi       0.0Ki       4.4Gi        57Gi
Swap:             0B          0B          0B",validate_only,decouple_nk_obs,1,2026-05-17 13:29:06
df_root,df -h /,0,"Filesystem      Size  Used Avail Use% Mounted on
overlay          79G  9.8G   66G  13% /",validate_only,decouple_nk_obs,1,2026-05-17 13:29:06
python_cpu_affinity,python runtime,0,"{""CUDA_VISIBLE_DEVICES"": """", ""MKL_NUM_THREADS"": ""1"", ""NUMEXPR_NUM_THREADS"": ""1"", ""OMP_NUM_THREADS"": ""1"", ""OPENBLAS_NUM_THREADS"": ""1"", ""hostname"": ""8a4832b5251c"", ""os_cpu_count"": 16, ""sched_affinity"": [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15], ""sched_affinity_count"": 16}",validate_only,decouple_nk_obs,1,2026-05-17 13:29:06
nproc,nproc,0,1,validate_only,decouple_nk_obs,2,2026-05-17 13:29:10
nproc_all,nproc --all,0,16,validate_only,decouple_nk_obs,2,2026-05-17 13:29:10
taskset_current_process,taskset -pc 9412,0,pid 9412's current affinity list: 0-15,validate_only,decouple_nk_obs,2,2026-05-17 13:29:10
free_h,free -h,0,"total        used        free      shared  buff/cache   available
Mem:            62Gi       4.4Gi        53Gi       0.0Ki       4.4Gi        57Gi
Swap:             0B          0B          0B",validate_only,decouple_nk_obs,2,2026-05-17 13:29:10
df_root,df -h /,0,"Filesystem      Size  Used Avail Use% Mounted on
overlay          79G  9.8G   66G  13% /",validate_only,decouple_nk_obs,2,2026-05-17 13:29:10
python_cpu_affinity,python runtime,0,"{""CUDA_VISIBLE_DEVICES"": """", ""MKL_NUM_THREADS"": ""1"", ""NUMEXPR_NUM_THREADS"": ""1"", ""OMP_NUM_THREADS"": ""1"", ""OPENBLAS_NUM_THREADS"": ""1"", ""hostname"": ""8a4832b5251c"", ""os_cpu_count"": 16, ""sched_affinity"": [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15], ""sched_affinity_count"": 16}",validate_only,decouple_nk_obs,2,2026-05-17 13:29:10
nproc,nproc,0,1,validate_only,decouple_nk_gpsi,0,2026-05-17 13:29:13
nproc_all,nproc --all,0,16,validate_only,decouple_nk_gpsi,0,2026-05-17 13:29:13
taskset_current_process,taskset -pc 9423,0,pid 9423's current affinity list: 0-15,validate_only,decouple_nk_gpsi,0,2026-05-17 13:29:13
free_h,free -h,0,"total        used        free      shared  buff/cache   available
Mem:            62Gi       4.4Gi        53Gi       0.0Ki       4.4Gi        57Gi
Swap:             0B          0B          0B",validate_only,decouple_nk_gpsi,0,2026-05-17 13:29:13
df_root,df -h /,0,"Filesystem      Size  Used Avail Use% Mounted on
overlay          79G  9.8G   66G  13% /",validate_only,decouple_nk_gpsi,0,2026-05-17 13:29:13
python_cpu_affinity,python runtime,0,"{""CUDA_VISIBLE_DEVICES"": """", ""MKL_NUM_THREADS"": ""1"", ""NUMEXPR_NUM_THREADS"": ""1"", ""OMP_NUM_THREADS"": ""1"", ""OPENBLAS_NUM_THREADS"": ""1"", ""hostname"": ""8a4832b5251c"", ""os_cpu_count"": 16, ""sched_affinity"": [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15], ""sched_affinity_count"": 16}",validate_only,decouple_nk_gpsi,0,2026-05-17 13:29:13
nproc,nproc,0,1,validate_only,decouple_nk_gpsi,1,2026-05-17 13:29:17
nproc_all,nproc --all,0,16,validate_only,decouple_nk_gpsi,1,2026-05-17 13:29:17
taskset_current_process,taskset -pc 9448,0,pid 9448's current affinity list: 0-15,validate_only,decouple_nk_gpsi,1,2026-05-17 13:29:17
free_h,free -h,0,"total        used        free      shared  buff/cache   available
Mem:            62Gi       4.4Gi        53Gi       0.0Ki       4.4Gi        57Gi
Swap:             0B          0B          0B",validate_only,decouple_nk_gpsi,1,2026-05-17 13:29:17
df_root,df -h /,0,"Filesystem      Size  Used Avail Use% Mounted on
overlay          79G  9.8G   66G  13% /",validate_only,decouple_nk_gpsi,1,2026-05-17 13:29:17
python_cpu_affinity,python runtime,0,"{""CUDA_VISIBLE_DEVICES"": """", ""MKL_NUM_THREADS"": ""1"", ""NUMEXPR_NUM_THREADS"": ""1"", ""OMP_NUM_THREADS"": ""1"", ""OPENBLAS_NUM_THREADS"": ""1"", ""hostname"": ""8a4832b5251c"", ""os_cpu_count"": 16, ""sched_affinity"": [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15], ""sched_affinity_count"": 16}",validate_only,decouple_nk_gpsi,1,2026-05-17 13:29:17
nproc,nproc,0,1,validate_only,decouple_nk_gpsi,2,2026-05-17 13:29:20
nproc_all,nproc --all,0,16,validate_only,decouple_nk_gpsi,2,2026-05-17 13:29:20
taskset_current_process,taskset -pc 9458,0,pid 9458's current affinity list: 0-15,validate_only,decouple_nk_gpsi,2,2026-05-17 13:29:20
free_h,free -h,0,"total        used        free      shared  buff/cache   available
Mem:            62Gi       4.4Gi        53Gi       0.0Ki       4.4Gi        57Gi
Swap:             0B          0B          0B",validate_only,decouple_nk_gpsi,2,2026-05-17 13:29:20
df_root,df -h /,0,"Filesystem      Size  Used Avail Use% Mounted on
overlay          79G  9.8G   66G  13% /",validate_only,decouple_nk_gpsi,2,2026-05-17 13:29:20
python_cpu_affinity,python runtime,0,"{""CUDA_VISIBLE_DEVICES"": """", ""MKL_NUM_THREADS"": ""1"", ""NUMEXPR_NUM_THREADS"": ""1"", ""OMP_NUM_THREADS"": ""1"", ""OPENBLAS_NUM_THREADS"": ""1"", ""hostname"": ""8a4832b5251c"", ""os_cpu_count"": 16, ""sched_affinity"": [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15], ""sched_affinity_count"": 16}",validate_only,decouple_nk_gpsi,2,2026-05-17 13:29:20
nproc,nproc,0,1,validate_only,decouple_deepsets_obs,0,2026-05-17 13:29:24
nproc_all,nproc --all,0,16,validate_only,decouple_deepsets_obs,0,2026-05-17 13:29:24
taskset_current_process,taskset -pc 9469,0,pid 9469's current affinity list: 0-15,validate_only,decouple_deepsets_obs,0,2026-05-17 13:29:24
free_h,free -h,0,"total        used        free      shared  buff/cache   available
Mem:            62Gi       4.4Gi        53Gi       0.0Ki       4.4Gi        57Gi
Swap:             0B          0B          0B",validate_only,decouple_deepsets_obs,0,2026-05-17 13:29:24
df_root,df -h /,0,"Filesystem      Size  Used Avail Use% Mounted on
overlay          79G  9.8G   66G  13% /",validate_only,decouple_deepsets_obs,0,2026-05-17 13:29:24
python_cpu_affinity,python runtime,0,"{""CUDA_VISIBLE_DEVICES"": """", ""MKL_NUM_THREADS"": ""1"", ""NUMEXPR_NUM_THREADS"": ""1"", ""OMP_NUM_THREADS"": ""1"", ""OPENBLAS_NUM_THREADS"": ""1"", ""hostname"": ""8a4832b5251c"", ""os_cpu_count"": 16, ""sched_affinity"": [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15], ""sched_affinity_count"": 16}",validate_only,decouple_deepsets_obs,0,2026-05-17 13:29:24
nproc,nproc,0,1,validate_only,decouple_deepsets_obs,1,2026-05-17 13:29:27
nproc_all,nproc --all,0,16,validate_only,decouple_deepsets_obs,1,2026-05-17 13:29:27
taskset_current_process,taskset -pc 9494,0,pid 9494's current affinity list: 0-15,validate_only,decouple_deepsets_obs,1,2026-05-17 13:29:27
free_h,free -h,0,"total        used        free      shared  buff/cache   available
Mem:            62Gi       4.4Gi        53Gi       0.0Ki       4.4Gi        57Gi
Swap:             0B          0B          0B",validate_only,decouple_deepsets_obs,1,2026-05-17 13:29:27
df_root,df -h /,0,"Filesystem      Size  Used Avail Use% Mounted on
overlay          79G  9.8G   66G  13% /",validate_only,decouple_deepsets_obs,1,2026-05-17 13:29:27
python_cpu_affinity,python runtime,0,"{""CUDA_VISIBLE_DEVICES"": """", ""MKL_NUM_THREADS"": ""1"", ""NUMEXPR_NUM_THREADS"": ""1"", ""OMP_NUM_THREADS"": ""1"", ""OPENBLAS_NUM_THREADS"": ""1"", ""hostname"": ""8a4832b5251c"", ""os_cpu_count"": 16, ""sched_affinity"": [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15], ""sched_affinity_count"": 16}",validate_only,decouple_deepsets_obs,1,2026-05-17 13:29:27
nproc,nproc,0,1,validate_only,decouple_deepsets_obs,2,2026-05-17 13:29:31
nproc_all,nproc --all,0,16,validate_only,decouple_deepsets_obs,2,2026-05-17 13:29:31
taskset_current_process,taskset -pc 9504,0,pid 9504's current affinity list: 0-15,validate_only,decouple_deepsets_obs,2,2026-05-17 13:29:31
free_h,free -h,0,"total        used        free      shared  buff/cache   available
Mem:            62Gi       4.4Gi        53Gi       0.0Ki       4.4Gi        57Gi
Swap:             0B          0B          0B",validate_only,decouple_deepsets_obs,2,2026-05-17 13:29:31
df_root,df -h /,0,"Filesystem      Size  Used Avail Use% Mounted on
overlay          79G  9.8G   66G  13% /",validate_only,decouple_deepsets_obs,2,2026-05-17 13:29:31
python_cpu_affinity,python runtime,0,"{""CUDA_VISIBLE_DEVICES"": """", ""MKL_NUM_THREADS"": ""1"", ""NUMEXPR_NUM_THREADS"": ""1"", ""OMP_NUM_THREADS"": ""1"", ""OPENBLAS_NUM_THREADS"": ""1"", ""hostname"": ""8a4832b5251c"", ""os_cpu_count"": 16, ""sched_affinity"": [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15], ""sched_affinity_count"": 16}",validate_only,decouple_deepsets_obs,2,2026-05-17 13:29:31
nproc,nproc,0,1,validate_only,decouple_deepsets_gpsi,0,2026-05-17 13:29:34
nproc_all,nproc --all,0,16,validate_only,decouple_deepsets_gpsi,0,2026-05-17 13:29:34
taskset_current_process,taskset -pc 9515,0,pid 9515's current affinity list: 0-15,validate_only,decouple_deepsets_gpsi,0,2026-05-17 13:29:34
free_h,free -h,0,"total        used        free      shared  buff/cache   available
Mem:            62Gi       4.4Gi        53Gi       0.0Ki       4.4Gi        57Gi
Swap:             0B          0B          0B",validate_only,decouple_deepsets_gpsi,0,2026-05-17 13:29:34
df_root,df -h /,0,"Filesystem      Size  Used Avail Use% Mounted on
overlay          79G  9.8G   66G  13% /",validate_only,decouple_deepsets_gpsi,0,2026-05-17 13:29:34
python_cpu_affinity,python runtime,0,"{""CUDA_VISIBLE_DEVICES"": """", ""MKL_NUM_THREADS"": ""1"", ""NUMEXPR_NUM_THREADS"": ""1"", ""OMP_NUM_THREADS"": ""1"", ""OPENBLAS_NUM_THREADS"": ""1"", ""hostname"": ""8a4832b5251c"", ""os_cpu_count"": 16, ""sched_affinity"": [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15], ""sched_affinity_count"": 16}",validate_only,decouple_deepsets_gpsi,0,2026-05-17 13:29:34
nproc,nproc,0,1,validate_only,decouple_deepsets_gpsi,1,2026-05-17 13:29:38
nproc_all,nproc --all,0,16,validate_only,decouple_deepsets_gpsi,1,2026-05-17 13:29:38
taskset_current_process,taskset -pc 9525,0,pid 9525's current affinity list: 0-15,validate_only,decouple_deepsets_gpsi,1,2026-05-17 13:29:38
free_h,free -h,0,"total        used        free      shared  buff/cache   available
Mem:            62Gi       4.4Gi        53Gi       0.0Ki       4.4Gi        57Gi
Swap:             0B          0B          0B",validate_only,decouple_deepsets_gpsi,1,2026-05-17 13:29:38
df_root,df -h /,0,"Filesystem      Size  Used Avail Use% Mounted on
overlay          79G  9.8G   66G  13% /",validate_only,decouple_deepsets_gpsi,1,2026-05-17 13:29:38
python_cpu_affinity,python runtime,0,"{""CUDA_VISIBLE_DEVICES"": """", ""MKL_NUM_THREADS"": ""1"", ""NUMEXPR_NUM_THREADS"": ""1"", ""OMP_NUM_THREADS"": ""1"", ""OPENBLAS_NUM_THREADS"": ""1"", ""hostname"": ""8a4832b5251c"", ""os_cpu_count"": 16, ""sched_affinity"": [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15], ""sched_affinity_count"": 16}",validate_only,decouple_deepsets_gpsi,1,2026-05-17 13:29:38
nproc,nproc,0,1,validate_only,decouple_deepsets_gpsi,2,2026-05-17 13:29:42
nproc_all,nproc --all,0,16,validate_only,decouple_deepsets_gpsi,2,2026-05-17 13:29:42
taskset_current_process,taskset -pc 9550,0,pid 9550's current affinity list: 0-15,validate_only,decouple_deepsets_gpsi,2,2026-05-17 13:29:42
free_h,free -h,0,"total        used        free      shared  buff/cache   available
Mem:            62Gi       4.4Gi        53Gi       0.0Ki       4.4Gi        57Gi
Swap:             0B          0B          0B",validate_only,decouple_deepsets_gpsi,2,2026-05-17 13:29:42
df_root,df -h /,0,"Filesystem      Size  Used Avail Use% Mounted on
overlay          79G  9.8G   66G  13% /",validate_only,decouple_deepsets_gpsi,2,2026-05-17 13:29:42
python_cpu_affinity,python runtime,0,"{""CUDA_VISIBLE_DEVICES"": """", ""MKL_NUM_THREADS"": ""1"", ""NUMEXPR_NUM_THREADS"": ""1"", ""OMP_NUM_THREADS"": ""1"", ""OPENBLAS_NUM_THREADS"": ""1"", ""hostname"": ""8a4832b5251c"", ""os_cpu_count"": 16, ""sched_affinity"": [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15], ""sched_affinity_count"": 16}",validate_only,decouple_deepsets_gpsi,2,2026-05-17 13:29:42
nproc,nproc,0,1,validate_only,decouple_nk_obs,0,2026-05-17 13:30:32
nproc_all,nproc --all,0,16,validate_only,decouple_nk_obs,0,2026-05-17 13:30:32
taskset_current_process,taskset -pc 9679,0,pid 9679's current affinity list: 0-15,validate_only,decouple_nk_obs,0,2026-05-17 13:30:32
free_h,free -h,0,"total        used        free      shared  buff/cache   available
Mem:            62Gi       4.5Gi        53Gi       0.0Ki       4.4Gi        57Gi
Swap:             0B          0B          0B",validate_only,decouple_nk_obs,0,2026-05-17 13:30:32
df_root,df -h /,0,"Filesystem      Size  Used Avail Use% Mounted on
overlay          79G  9.8G   66G  13% /",validate_only,decouple_nk_obs,0,2026-05-17 13:30:32
python_cpu_affinity,python runtime,0,"{""CUDA_VISIBLE_DEVICES"": """", ""MKL_NUM_THREADS"": ""1"", ""NUMEXPR_NUM_THREADS"": ""1"", ""OMP_NUM_THREADS"": ""1"", ""OPENBLAS_NUM_THREADS"": ""1"", ""hostname"": ""8a4832b5251c"", ""os_cpu_count"": 16, ""sched_affinity"": [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15], ""sched_affinity_count"": 16}",validate_only,decouple_nk_obs,0,2026-05-17 13:30:32
nproc,nproc,0,1,validate_only,decouple_nk_obs,1,2026-05-17 13:30:35
