repair_stage,scenario,checkpoint_or_policy,motion_mode,threat_class,history_valid_ratio_bin,active_only,samples,delta_norm_1s_mean,delta_norm_1s_median,delta_norm_1s_p95,delta_norm_1s_max,logvar_xy_1s_mean,logvar_xy_1s_median,logvar_xy_1s_min,logvar_xy_1s_max,delta_norm_2s_mean,delta_norm_2s_median,delta_norm_2s_p95,delta_norm_2s_max,logvar_xy_2s_mean,logvar_xy_2s_median,logvar_xy_2s_min,logvar_xy_2s_max,delta_norm_4s_mean,delta_norm_4s_median,delta_norm_4s_p95,delta_norm_4s_max,logvar_xy_4s_mean,logvar_xy_4s_median,logvar_xy_4s_min,logvar_xy_4s_max,projected_std_radial_mean,projected_std_radial_std,projected_std_relvel_mean,projected_std_relvel_std,z_norm_mean,z_norm_median,z_norm_p95,z_norm_max,nan_count,inf_count
before_fix,eval_flow_id,frozen_gpsi_wrapper,crossing_or_sudden_threat,low,0_0.25,1,1,12904.099609375,12904.099609375,12904.099609375,12904.099609375,-5.0,-5.0,-5.0,-5.0,11866.4365234375,11866.4365234375,11866.4365234375,11866.4365234375,-5.0,-5.0,-5.0,-5.0,28251.98828125,28251.98828125,28251.98828125,28251.98828125,-5.0,-5.0,-5.0,-5.0,0.08208499103784561,0.0,0.08208499848842621,0.0,1699747.875,1699747.875,1699747.875,1699747.875,0,0
before_fix,eval_flow_id,frozen_gpsi_wrapper,crossing_or_sudden_threat,medium,0.25_0.5,1,5,12880.7955078125,12889.01953125,12902.7462890625,12903.927734375,-5.0,-5.0,-5.0,-5.0,11592.36875,11601.7587890625,11840.001171875,11866.2568359375,-5.0,-5.0,-5.0,-5.0,28204.466796875,28252.697265625,28297.70625,28298.6953125,-5.0,-5.0,-5.0,-5.0,0.08208499550819397,3.6500241499888573e-09,0.0820849969983101,2.980232238769531e-09,1693627.225,1696461.125,1699525.775,1699753.625,0,0
before_fix,eval_flow_id,frozen_gpsi_wrapper,crossing_or_sudden_threat,medium,0.5_0.75,1,5,12910.6486328125,12910.265625,12921.294140625,12922.572265625,-5.0,-5.0,-5.0,-5.0,12281.469140625,12273.1494140625,12546.1240234375,12576.9365234375,-5.0,-5.0,-5.0,-5.0,28139.140625,28117.38671875,28194.854296875,28204.150390625,-5.0,-5.0,-5.0,-5.0,0.08208499848842621,0.0,0.08208499848842621,4.712160915387242e-09,1701561.25,1701581.375,1702466.275,1702563.75,0,0
before_fix,eval_flow_id,frozen_gpsi_wrapper,crossing_or_sudden_threat,medium,0.75_1.0,1,5,12851.3748046875,12857.7275390625,12874.8162109375,12877.337890625,-5.0,-5.0,-5.0,-5.0,13050.747265625,13061.7763671875,13314.3796875,13334.5,-5.0,-5.0,-5.0,-5.0,28230.35546875,28229.0,28323.735546875,28327.91015625,-5.0,-5.0,-5.0,-5.0,0.08208499550819397,3.6500241499888573e-09,0.08208499401807785,3.6500241499888573e-09,1704967.5,1704831.875,1706748.9,1707055.75,0,0
before_fix,eval_flow_id,frozen_gpsi_wrapper,crossing_or_sudden_threat,medium,0_0.25,1,5,12722.95546875,12768.9990234375,12885.9990234375,12915.2412109375,-5.0,-5.0,-5.0,-5.0,11869.4921875,11098.6123046875,14164.211328124999,14854.673828125,-5.0,-5.0,-5.0,-5.0,28951.15,27184.357421875,37557.428906249996,40150.5,-5.0,-5.0,-5.0,-5.0,0.0820849969983101,2.980232238769531e-09,0.08208499550819397,3.6500241499888573e-09,1569706.525,1620839.5,1661365.8,1661366.75,0,0
before_fix,eval_flow_id,frozen_gpsi_wrapper,linear,medium,0_0.25,1,1,12870.9130859375,12870.9130859375,12870.9130859375,12870.9130859375,-5.0,-5.0,-5.0,-5.0,11458.75,11458.75,11458.75,11458.75,-5.0,-5.0,-5.0,-5.0,28222.86328125,28222.86328125,28222.86328125,28222.86328125,-5.0,-5.0,-5.0,-5.0,0.08208499103784561,0.0,0.08208499103784561,0.0,1691554.75,1691554.75,1691554.75,1691554.75,0,0
before_fix,eval_flow_id,frozen_gpsi_wrapper,sinusoidal_lateral,low,0_0.25,1,1,12536.689453125,12536.689453125,12536.689453125,12536.689453125,-5.0,-5.0,-5.0,-5.0,11402.25,11402.25,11402.25,11402.25,-5.0,-5.0,-5.0,-5.0,24660.095703125,24660.095703125,24660.095703125,24660.095703125,-5.0,-5.0,-5.0,-5.0,0.08208499848842621,0.0,0.08208499848842621,0.0,1537854.875,1537854.875,1537854.875,1537854.875,0,0
before_fix,eval_flow_id,frozen_gpsi_wrapper,sinusoidal_lateral,medium,0.25_0.5,1,10,12853.69345703125,12870.66162109375,12897.91494140625,12897.94921875,-5.0,-5.0,-5.0,-5.0,11438.69990234375,11458.56494140625,11734.865087890625,11734.96484375,-5.0,-5.0,-5.0,-5.0,27990.8484375,28223.5283203125,28298.7046875,28298.841796875,-5.0,-5.0,-5.0,-5.0,0.08208499625325202,3.4142849556772704e-09,0.08208499848842621,0.0,1685950.55,1691558.4375,1698615.70625,1698615.875,0,0
before_fix,eval_flow_id,frozen_gpsi_wrapper,sinusoidal_lateral,medium,0.5_0.75,1,10,12912.4154296875,12909.9912109375,12922.382666015625,12922.4296875,-5.0,-5.0,-5.0,-5.0,12139.08505859375,12134.75341796875,12422.60576171875,12422.6171875,-5.0,-5.0,-5.0,-5.0,28167.8384765625,28157.775390625,28252.87568359375,28252.99609375,-5.0,-5.0,-5.0,-5.0,0.08208499550819397,3.650024149988857e-09,0.08208499774336815,2.2351741790771484e-09,1701001.9625,1701083.5,1702080.28125,1702081.125,0,0
before_fix,eval_flow_id,frozen_gpsi_wrapper,sinusoidal_lateral,medium,0.75_1.0,1,10,12725.50244140625,12864.66650390625,12894.04912109375,12894.0517578125,-5.0,-5.0,-5.0,-5.0,13258.269140625,12892.0693359375,15030.240966796873,15810.28125,-5.0,-5.0,-5.0,-5.0,28150.5271484375,28143.6484375,28783.12109375,29173.126953125,-5.0,-5.0,-5.0,-5.0,0.08208499774336815,2.2351741790771484e-09,0.08208499625325202,3.4142849556772713e-09,1687361.45,1703286.875,1705214.55,1705524.375,0,0
before_fix,eval_flow_id,frozen_gpsi_wrapper,sinusoidal_lateral,medium,0_0.25,1,12,8472.29589012141,12580.64453125,12915.290283203125,12915.29296875,-4.209881484508514,-5.0,-5.0,-2.4047157764434814,8066.353524504851,10893.158203125,14854.733447265626,14854.7919921875,-3.760731647411982,-5.0,-5.0,-1.0975396633148193,19553.048268522445,25117.1513671875,40147.234375,40147.96484375,-3.430645210047563,-5.0,-5.0,-0.1743881106376648,0.14348312777777514,0.08802372779175044,0.14577366784214973,0.09342547399904357,1030744.78002731,1452482.0,1654866.78125,1696455.375,0,0
before_fix,eval_flow_id,frozen_gpsi_wrapper,sinusoidal_lateral,medium,1.0,1,2,11771.91796875,11771.91796875,12285.18515625,12342.21484375,-5.0,-5.0,-5.0,-5.0,13988.65771484375,13988.65771484375,14055.346923828125,14062.7568359375,-5.0,-5.0,-5.0,-5.0,28165.435546875,28165.435546875,28957.0171875,29044.970703125,-5.0,-5.0,-5.0,-5.0,0.08208499848842621,0.0,0.08208499848842621,0.0,1596716.1875,1596716.1875,1669235.99375,1677293.75,0,0
after_fix,eval_flow_id,frozen_gpsi_wrapper,accel_decel,high,0.25_0.5,1,5,0.863636028766632,0.8579759001731873,0.8885720252990723,0.8919523358345032,-4.355194854736328,-4.3718085289001465,-4.404844760894775,-4.270379066467285,3.759755516052246,3.7549562454223633,3.768469715118408,3.7693192958831787,-3.2540082931518555,-3.2688543796539307,-3.3225579261779785,-3.153654098510742,6.827944374084472,6.859081745147705,7.109645652770996,7.133523464202881,-3.396994400024414,-3.3963329792022705,-3.408169746398926,-3.3814139366149902,0.15095921456813813,0.006102372037859285,0.12723615914583206,0.00483271472457041,27.314686965942382,27.425935745239258,27.53199234008789,27.534591674804688,0,0
after_fix,eval_flow_id,frozen_gpsi_wrapper,accel_decel,high,0.5_0.75,1,5,0.9171835899353027,0.9105310440063477,0.9358170628547668,0.9377871155738831,-4.33529691696167,-4.335636138916016,-4.41447114944458,-4.257777214050293,3.6173207759857178,3.608617067337036,3.7522629261016847,3.769491195678711,-3.2489616870880127,-3.2449207305908203,-3.3434879779815674,-3.159604549407959,6.952321243286133,6.969910621643066,7.21119966506958,7.235145568847656,-3.3084961414337157,-3.311147689819336,-3.3638503551483154,-3.249605417251587,0.15773366391658783,0.009422370290664932,0.1418144330382347,0.015330489395854423,26.30858955383301,26.332733154296875,27.386387252807616,27.49364471435547,0,0
after_fix,eval_flow_id,frozen_gpsi_wrapper,accel_decel,high,0.75_1.0,1,5,0.9405774712562561,0.9477218389511108,0.95679190158844,0.9582411646842957,-4.4452417373657225,-4.411757469177246,-4.666460037231445,-4.286768913269043,3.4789309024810793,3.4671876430511475,3.4999688148498533,3.5004098415374756,-3.3591345310211183,-3.3154096603393555,-3.622675895690918,-3.1770100593566895,6.806812191009522,6.690343856811523,7.255197906494141,7.336175441741943,-3.2824990272521974,-3.284899950027466,-3.3105154037475586,-3.2449047565460205,0.14365776032209396,0.018352454690884135,0.13142727613449096,0.022449257337826788,25.60286521911621,25.460525512695312,26.470355987548828,26.5811824798584,0,0
after_fix,eval_flow_id,frozen_gpsi_wrapper,accel_decel,high,0_0.25,1,4,0.6339045315980911,0.7105276584625244,0.8215050816535949,0.8285572528839111,-3.750045895576477,-3.807765483856201,-4.120059013366699,-3.2645936012268066,3.136086344718933,3.348746657371521,3.6940322518348694,3.7150938510894775,-2.8281095027923584,-2.8163084983825684,-3.0250518321990967,-2.6547691822052,5.373717904090881,5.4829795360565186,6.054393768310547,6.121142864227295,-3.1182020902633667,-3.2144999504089355,-3.3506839275360107,-2.693124532699585,0.2798028886318207,0.09109281465472271,0.24717996269464493,0.08966382138743506,22.160393238067627,23.16406536102295,25.77879457473755,26.010425567626953,0,0
after_fix,eval_flow_id,frozen_gpsi_wrapper,accel_decel,medium,0_0.25,1,1,0.670208752155304,0.670208752155304,0.670208752155304,0.670208752155304,-3.148771286010742,-3.148771286010742,-3.148771286010742,-3.148771286010742,3.7432875633239746,3.7432875633239746,3.7432875633239746,3.7432875633239746,-2.3634517192840576,-2.3634517192840576,-2.3634517192840576,-2.3634517192840576,6.615983486175537,6.615983486175537,6.615983486175537,6.615983486175537,-3.034982204437256,-3.034982204437256,-3.034982204437256,-3.034982204437256,0.4275512099266052,0.0,0.4493093192577362,0.0,23.296709060668945,23.296709060668945,23.296709060668945,23.296709060668945,0,0
after_fix,eval_flow_id,frozen_gpsi_wrapper,ar1_velocity,high,0.25_0.5,1,5,1.07166428565979,1.061614751815796,1.1076135158538818,1.114796757698059,-4.241256856918335,-4.287436485290527,-4.3892107009887695,-3.9959981441497803,3.924460792541504,3.909569263458252,3.968666839599609,3.9821581840515137,-3.038451337814331,-3.0748062133789062,-3.1682493686676025,-2.835500955581665,6.113831043243408,6.068301200866699,6.515144348144531,6.516077995300293,-3.3295385360717775,-3.3451929092407227,-3.4222867488861084,-3.212001085281372,0.1666552633047104,0.025094662611640003,0.16787926554679872,0.026564445421907116,25.388069534301756,25.49348258972168,26.43813285827637,26.480714797973633,0,0
after_fix,eval_flow_id,frozen_gpsi_wrapper,ar1_velocity,high,0.5_0.75,1,1,1.0227707624435425,1.0227707624435425,1.0227707624435425,1.0227707624435425,-4.4068193435668945,-4.4068193435668945,-4.4068193435668945,-4.4068193435668945,3.846573829650879,3.846573829650879,3.846573829650879,3.846573829650879,-3.2062082290649414,-3.2062082290649414,-3.2062082290649414,-3.2062082290649414,6.896533012390137,6.896533012390137,6.896533012390137,6.896533012390137,-3.406920909881592,-3.406920909881592,-3.406920909881592,-3.406920909881592,0.14066937565803528,0.0,0.13949069380760193,0.0,26.886871337890625,26.886871337890625,26.886871337890625,26.886871337890625,0,0
after_fix,eval_flow_id,frozen_gpsi_wrapper,ar1_velocity,high,0_0.25,1,5,0.9049423933029175,0.8974782824516296,1.087613868713379,1.1042617559432983,-3.4529531955718995,-3.4998130798339844,-3.766376256942749,-3.161393165588379,3.8885219573974608,3.935224771499634,3.965223026275635,3.969792366027832,-2.4921632766723634,-2.461106300354004,-2.64088773727417,-2.4025354385375977,6.138175773620605,5.9735260009765625,6.849379920959473,6.921734809875488,-3.0556562900543214,-3.056220769882202,-3.08627986907959,-3.026585102081299,0.3587262451648712,0.07533941448394932,0.36671882271766665,0.07720687137046069,23.48322868347168,23.59294891357422,24.182902908325197,24.287811279296875,0,0
after_fix,eval_flow_id,frozen_gpsi_wrapper,ar1_velocity,medium,0_0.25,1,1,0.23890945315361023,0.23890945315361023,0.23890945315361023,0.23890945315361023,-3.258043050765991,-3.258043050765991,-3.258043050765991,-3.258043050765991,1.9795771837234497,1.9795771837234497,1.9795771837234497,1.9795771837234497,-2.6244471073150635,-2.6244471073150635,-2.6244471073150635,-2.6244471073150635,4.230381011962891,4.230381011962891,4.230381011962891,4.230381011962891,-2.771252155303955,-2.771252155303955,-2.771252155303955,-2.771252155303955,0.3754877746105194,0.0,0.3184193968772888,0.0,15.752782821655273,15.752782821655273,15.752782821655273,15.752782821655273,0,0
after_fix,eval_flow_id,frozen_gpsi_wrapper,crossing_or_sudden_threat,high,0_0.25,1,1,0.1360357701778412,0.1360357701778412,0.1360357701778412,0.1360357701778412,-2.6169447898864746,-2.6169447898864746,-2.6169447898864746,-2.6169447898864746,1.038651943206787,1.038651943206787,1.038651943206787,1.038651943206787,-1.70956289768219,-1.70956289768219,-1.70956289768219,-1.70956289768219,2.7747485637664795,2.7747485637664795,2.7747485637664795,2.7747485637664795,-0.8178607225418091,-0.8178607225418091,-0.8178607225418091,-0.8178607225418091,0.32819312810897827,0.0,0.3486359119415283,0.0,12.083342552185059,12.083342552185059,12.083342552185059,12.083342552185059,0,0
after_fix,eval_flow_id,frozen_gpsi_wrapper,crossing_or_sudden_threat,low,0_0.25,1,1,0.35649558901786804,0.35649558901786804,0.35649558901786804,0.35649558901786804,-3.025498390197754,-3.025498390197754,-3.025498390197754,-3.025498390197754,2.5330095291137695,2.5330095291137695,2.5330095291137695,2.5330095291137695,-2.3758816719055176,-2.3758816719055176,-2.3758816719055176,-2.3758816719055176,5.2216668128967285,5.2216668128967285,5.2216668128967285,5.2216668128967285,-2.1419472694396973,-2.1419472694396973,-2.1419472694396973,-2.1419472694396973,0.4568406045436859,0.0,0.5853361487388611,0.0,17.906360626220703,17.906360626220703,17.906360626220703,17.906360626220703,0,0
after_fix,eval_flow_id,frozen_gpsi_wrapper,crossing_or_sudden_threat,medium,0.25_0.5,1,5,0.8052978277206421,0.8246827721595764,0.8821153283119202,0.8869432806968689,-4.07474536895752,-4.0814666748046875,-4.091564178466797,-4.045526027679443,3.1456941604614257,3.200099468231201,3.326445150375366,3.3356683254241943,-3.3062236309051514,-3.3255772590637207,-3.330396890640259,-3.2443344593048096,6.132481479644776,6.20944356918335,6.587334728240966,6.6215057373046875,-3.1787974357604982,-3.17771053314209,-3.191669464111328,-3.1590120792388916,0.17694208920001983,0.0038127779354152603,0.20651012063026428,0.003345478818468797,21.36505241394043,21.555980682373047,21.749744415283203,21.7554931640625,0,0
after_fix,eval_flow_id,frozen_gpsi_wrapper,crossing_or_sudden_threat,medium,0.5_0.75,1,5,0.9852498412132263,0.995854914188385,1.0718479871749877,1.0796245336532593,-3.995026636123657,-4.004892349243164,-4.0570173263549805,-3.911012887954712,3.577190971374512,3.6816420555114746,3.7584698677062987,3.765028715133667,-3.062220811843872,-2.9410953521728516,-3.318110942840576,-2.8505258560180664,6.971418762207032,7.005228519439697,7.159469127655029,7.165992259979248,-3.1529791831970213,-3.136793613433838,-3.217773914337158,-3.1187326908111572,0.1839192420244217,0.007978655318459964,0.21474754214286804,0.00698329685563975,23.40576286315918,24.266298294067383,24.826224517822265,24.879905700683594,0,0
after_fix,eval_flow_id,frozen_gpsi_wrapper,crossing_or_sudden_threat,medium,0.75_1.0,1,5,1.0846462965011596,1.0870671272277832,1.0976288795471192,1.0977221727371216,-3.989935111999512,-3.98956298828125,-4.068744659423828,-3.911996364593506,3.7118333339691163,3.7089922428131104,3.7564719200134276,3.7613534927368164,-2.9056230068206785,-2.906930446624756,-2.9614577293395996,-2.847687244415283,6.731263542175293,6.719263076782227,6.845960903167724,6.863973617553711,-3.1434789180755613,-3.1443347930908203,-3.174109935760498,-3.1117444038391113,0.17879187166690827,0.011355657558531585,0.21040359139442444,0.011716124927966885,24.118576431274413,24.095584869384766,24.20546188354492,24.2125186920166,0,0
after_fix,eval_flow_id,frozen_gpsi_wrapper,crossing_or_sudden_threat,medium,0_0.25,1,5,0.363120923936367,0.3869630992412567,0.5395146906375885,0.5647996664047241,-3.6424084186553953,-3.8135459423065186,-3.9803996086120605,-3.0486698150634766,2.1094004631042482,2.292818546295166,2.6250192642211916,2.6314945220947266,-2.833382987976074,-3.0387332439422607,-3.1477675437927246,-2.442835807800293,4.340562105178833,4.3949995040893555,5.248468017578125,5.3138957023620605,-2.720448112487793,-2.9750993251800537,-3.137539863586426,-1.6923420429229736,0.2727110505104065,0.11323779931858248,0.31110825538635256,0.13240211035144753,17.435598373413086,18.602092742919922,19.583527755737304,19.809980392456055,0,0
after_fix,eval_flow_id,frozen_gpsi_wrapper,linear,medium,0_0.25,1,1,0.7007893919944763,0.7007893919944763,0.7007893919944763,0.7007893919944763,-3.130713939666748,-3.130713939666748,-3.130713939666748,-3.130713939666748,3.846467971801758,3.846467971801758,3.846467971801758,3.846467971801758,-2.3493361473083496,-2.3493361473083496,-2.3493361473083496,-2.3493361473083496,6.707030773162842,6.707030773162842,6.707030773162842,6.707030773162842,-3.037480592727661,-3.037480592727661,-3.037480592727661,-3.037480592727661,0.43229997158050537,0.0,0.4595809578895569,0.0,23.49559211730957,23.49559211730957,23.49559211730957,23.49559211730957,0,0
after_fix,eval_flow_id,frozen_gpsi_wrapper,sinusoidal_lateral,low,0_0.25,1,1,0.5266535878181458,0.5266535878181458,0.5266535878181458,0.5266535878181458,-3.040076732635498,-3.040076732635498,-3.040076732635498,-3.040076732635498,2.9614157676696777,2.9614157676696777,2.9614157676696777,2.9614157676696777,-2.349619150161743,-2.349619150161743,-2.349619150161743,-2.349619150161743,5.488821506500244,5.488821506500244,5.488821506500244,5.488821506500244,-2.896355390548706,-2.896355390548706,-2.896355390548706,-2.896355390548706,0.30886927247047424,0.0,0.3400695025920868,0.0,19.472938537597656,19.472938537597656,19.472938537597656,19.472938537597656,0,0
after_fix,eval_flow_id,frozen_gpsi_wrapper,sinusoidal_lateral,medium,0.25_0.5,1,10,1.2453261017799377,1.1731420755386353,1.5388823866844177,1.555120587348938,-4.181925821304321,-4.174001216888428,-4.481322765350342,-3.9622058868408203,4.5691807746887205,4.601328134536743,4.8868572473526,4.900559902191162,-2.9673046112060546,-2.9650464057922363,-3.1942455768585205,-2.7495226860046387,6.898413467407226,7.133595943450928,7.723631525039673,7.724898815155029,-3.3622470140457152,-3.368266463279724,-3.4012575149536133,-3.309058904647827,0.14155595153570175,0.016525019865819512,0.15886166021227838,0.0276690948321303,27.581826782226564,27.909741401672363,30.164784145355224,30.246440887451172,0,0
after_fix,eval_flow_id,frozen_gpsi_wrapper,sinusoidal_lateral,medium,0.5_0.75,1,10,0.8568389117717743,0.9863731563091278,1.257562810182571,1.3515634536743164,-4.735709095001221,-4.671257972717285,-5.0,-4.371548175811768,2.944590210914612,3.199968099594116,4.045483016967773,4.090114116668701,-3.668554949760437,-3.5383615493774414,-4.29703426361084,-3.217019557952881,4.396869373321533,4.744629383087158,6.306061863899231,6.4424028396606445,-3.515591526031494,-3.427605152130127,-3.8753161430358887,-3.3329052925109863,0.09644824787974357,0.01363053035740989,0.09888925850391388,0.01722790482703946,23.256007194519043,23.75435733795166,25.382191371917724,25.729459762573242,0,0
after_fix,eval_flow_id,frozen_gpsi_wrapper,sinusoidal_lateral,medium,0.75_1.0,1,10,0.828790670633316,0.8364795744419098,1.110813671350479,1.1731781959533691,-4.7323326587677,-4.655223608016968,-5.0,-4.517117500305176,3.4813512206077575,3.520164728164673,4.716633605957031,4.956035137176514,-3.5434025287628175,-3.4681068658828735,-4.115777015686035,-3.266360282897949,6.951984786987305,7.1214141845703125,8.31906132698059,8.577399253845215,-3.5088522672653197,-3.4716103076934814,-3.85676908493042,-3.2792398929595947,0.09225292056798935,0.00790258272362962,0.1020299881696701,0.015139730134451045,28.444591331481934,28.045056343078613,33.59617805480957,34.20511245727539,0,0
after_fix,eval_flow_id,frozen_gpsi_wrapper,sinusoidal_lateral,medium,0_0.25,1,12,0.6687814481556416,0.7418699860572815,1.2341277062892912,1.2628556489944458,-3.2425309220949807,-3.279989242553711,-3.8928585052490234,-2.4047157764434814,2.9530482279757657,3.772731304168701,5.199357652664185,5.21451997756958,-2.170062094926834,-2.548835277557373,-2.7392683029174805,-1.0975396633148193,4.74931423428158,6.319284439086914,7.914353346824646,7.9296040534973145,-2.228486619889736,-3.097691297531128,-3.302372932434082,-0.1743881106376648,0.27472689375281334,0.07494119802443076,0.29619138439496356,0.07513618935093523,20.673636039098103,22.298672676086426,30.58724489212036,31.000757217407227,0,0
